test_sentence,correct_sentence,predicted_sentence,probability,accuracy
"Karolina Brkljač, koja je prošle nedelje otpuštena iz Radio-televizije Vojvodine zbog podpisa ispod slike Borisa Tadića i Vladimira Putina, kaže za Press da je u pitanju nenamernih greška, a da je političke dimenzije dobila zahvaljujući optužbama generalnog direktora RTV Blaže Popovića.","Karolina Brkljač, koja je prošle nedelje otpuštena iz Radio-televizije Vojvodine zbog potpisa ispod slike Borisa Tadića i Vladimira Putina, kaže za Press da je u pitanju nenamerna greška, a da je političke dimenzije dobila zahvaljujući optužbama generalnog direktora RTV Blaže Popovića.",Karolina Kralja koja je prošle nedelje otpuštena iza Radio-televizije Vojvodine zbog propisa ispod slike Borisa Tadića i Vladimira Putina kaže za Pressa da je u pitanju nenamernih grešaka a da je političke Penzije dobila zahvaljujući optužbama generalnog direktora TV Blaže Popovića,0.3446248173713684,93.71
"Posle reforme pravosuđa u Srbiji mesečni rashodi na nivou svih pravosudljih organa smanjeni su za 26 miliona dinara, a te uštede biće preusmerena u investicije, izjavila je ministarka pravde Snežana Malović.","Posle reforme pravosuđa u Srbiji mesečni rashodi na nivou svih pravosudnih organa smanjeni su za 26 miliona dinara, a te uštede biće preusmerene u investicije, izjavila je ministarka pravde Snežana Malović.",Posle reforme pravosuđa u Srbiji mesečni rashodima na nivo svih pravosudnih organa smanjeni sa za CT miliona dinara a te štete biće preusmerena U investicije izjavila je ministarka pravde Snežana Malović,0.33018852131707327,93.69
Američka pop zvezda Kejti Peri i britanski glumac Rasel Brend venčali su se prema hindu običajima u luksuznom turistički kompleksu Rantambore u indijskoj država Radžastan.,Američka pop zvezda Kejti Peri i britanski glumac Rasel Brend venčali su se prema hindu običajima u luksuznom turističkom kompleksu Rantambore u indijskoj državi Radžastan.,Američka pop zvezda Kejti Peri i britanski glumac Rasel Brend venčali su se prema zida običajima u luksuznom turističke kompleksu Ratibor u indijskoj država Radžastan,0.3675556977589925,93.6
"Najmnje 44 osobe su poginula, a više od 600 ljudi je nestalo u poplavama i klizištima u severnim brazilskim državama Alagoas i Pernambuko, javila je agencija Rojters.","Najmanje 44 osobe su poginule, a više od 600 ljudi je nestalo u poplavama i klizištima u severnim brazilskim državama Alagoas i Pernambuko, javila je agencija Rojters.",vajanje NM osobe sa poginula a više od 600 ljudi je nestalo U poplavama i klizištima u severnim brazilskim državama Alagoajs i Pernambuko javila je agencija Rojters,0.3365028500556946,93.41
"On je sa još jednom osobom napao radnik obezbeđenja Pošte u Palisadskoj ulici, koji je puca u samoodbrani, prenosi RTS.","On je sa još jednom osobom napao radnika obezbeđenja Pošte u Palisadskoj ulici, koji je pucao u samoodbrani, prenosi RTS.",On je sa još jednom osobom napao radnik obezbeđenja Pošte u talismanskoj ulici koji je puca u samoodbrani prenosi RTS,0.0,93.39
"Prosečna plata u državnom sektor u Srbiji je 39, a u privatnom sektor 29 hiljada dinara.","Prosečna plata u državnom sektoru u Srbiji je 39, a u privatnom sektoru 29 hiljada dinara.",Prosečna plata u državnom sektora u Srbiji je NM a u privatnom sektor 29 hiljada dinara,0.37281137704849243,93.33
"Predajom zahteva Vladi Srbije, Ministarstvu prosvete i nauke, i pisma pretsedniku Borisu Tadću, sindikati javnih službi i državnih organa, predvodjeni prosvetnim radnici, okončali su višečasovni protest u Beogradu, ali će štrajk u školama, prema najavama prosvetara, od ponedeljka biti nastavljen.","Predajom zahteva Vladi Srbije, Ministarstvu prosvete i nauke, i pisma predsedniku Borisu Tadću, sindikati javnih službi i državnih organa, predvodjeni prosvetnim radnicima, okončali su višečasovni protest u Beogradu, ali će štrajk u školama, prema najavama prosvetara, od ponedeljka biti nastavljen.",Predajom zahteva Vladi Srbije Ministarstva prosvete i nauke i pisma pretsednik Borisu Tadu sindikati javnih službi i državnih organa predvojeni prosvetnim radnici okončali su višečasovnim protest u Beogradu ali će štrajk U školama prema najavila prosvetara od ponedeljka biti nastavljen,0.3352378383278847,93.31
"Srpske paralelna strukture zauzele su objekte opštinskog, kao i suda za prekršaje u Zubinom Potoku, a kosovska institucije zatražile su od EULEKS-a da reguje, piše prištinski list ""Koha Ditore"".","Srpske paralelne strukture zauzele su objekte opštinskog, kao i suda za prekršaje u Zubinom Potoku, a kosovske institucije zatražile su od EULEKS-a da reguje, piše prištinski list ""Koha Ditore"".",Srpske paralelne strukture zauzele sa objekte opštinskog kao i suda za prekršaje u Srbinom Potoku a kosovska institucije zatražile sa od EULEKS-a da reaguje piše prištinski listi Koha Ditore,0.33328862488269806,93.3
"Telekom Srbija je danas najavila, povodom uništavanja njene imovina na Kosovu i Metohiji i namere kosovskih vlasti da je prodaju, da će u cilju zaštite intenzivirati pravnu akcija sprečavanja te prodaje, zasnovanu na jakim pravnih dokazima o imovini.","Telekom Srbija je danas najavila, povodom uništavanja njene imovine na Kosovu i Metohiji i namere kosovskih vlasti da je prodaju, da će u cilju zaštite intenzivirati pravnu akciju sprečavanja te prodaje, zasnovanu na jakim pravnim dokazima o imovini.",Telekom Srbija je dana najavila povodom uništavanje njene imovina na Kosovu i Metohiji i namere kosovskih vlasti da je prodaje da će u cilju zaštite intenzivirati pravna akcija rešavanja te prodaje osnovana na jakim pravnih dokazima o imovini,0.32289913296699524,93.2
"Kao što se moglo očekivati u ponovljenoj procedura tendera za levu trasu Koridora 10 od Horgoša do Novog Sada pravo i čast da grade 110 km puta dobio je konzorcijum srpske preduzeća PZP Beograd, Putevi Užice, Planum i preduzeće koje je već gradilo deo puta od Novog Sada do Beograda, ali ne i sagradilo a ime mu je ""Borovica"".","Kao što se moglo očekivati u ponovljenoj proceduri tendera za levu trasu Koridora 10 od Horgoša do Novog Sada pravo i čast da grade 110 km puta dobio je konzorcijum srpskih preduzeća PZP Beograd, Putevi Užice, Planum i preduzeće koje je već gradilo deo puta od Novog Sada do Beograda, ali ne i sagradilo a ime mu je ""Borovica"".",Kao šta se moglo očekivati u ponovljenoj procedura tendera za levu trasu Koridora CT od Horgoša do Novog Sada pravo i časa da grade 110 ka puta dobio je konzorcijuma srpske preduzeća PDV Beograd Putevi Užice Planum i preduzeće koje je već graditi deo puta od Novog Sada do Beograda ali ne i saglasila a ime mi je Borovica,0.33837099538909066,92.97
"U susret Svetom arhijerejskom saboru SPC, najavljenom za 22. januar, grupa episkop oko vladike tuzlanskog Vasilija Kačavende nastoji ovih dana da obezbedi da vladika Kačavenda bude među tri kandidata od kojih će jedan žrebom biti izabrano za patrijarha, navode dobro upućeni u zbivanja u banjalučkoj eparhiji, prenosi Tanjug.","U susret Svetom arhijerejskom saboru SPC, najavljenom za 22. januar, grupa episkopa oko vladike tuzlanskog Vasilija Kačavende nastoji ovih dana da obezbedi da vladika Kačavenda bude među tri kandidata od kojih će jedan žrebom biti izabran za patrijarha, navode dobro upućeni u zbivanja u banjalučkoj eparhiji, prenosi Tanjug.",U susret Svetom arhijerejskog saboru SPC najavljenom za 22 januara grupa episkop ka vladike tuzlanski Vasilija Kačavende nastoji ovih dana da obezbedi da vladika jačanja bude među tri kandidata od kojih će jedan žrebom biti izabranog za patrijarha navode dobro upućena u izbijanju u banjalučkoj eparhiji prenosi Tanju,0.36113325133919716,92.92
"Stručnjak za Balkan Tim Džuda smatra da je objavljivanje izveštaja Dika Martija o trgovini organi zadalo težak udarac Kosovu i ozbiljno poljulalo njegov međunarodna ugled, a da će istoria, po svemu sudeći, morati da bude ponovo napisana.","Stručnjak za Balkan Tim Džuda smatra da je objavljivanje izveštaja Dika Martija o trgovini organima zadalo težak udarac Kosovu i ozbiljno poljulalo njegov međunarodni ugled, a da će istorija, po svemu sudeći, morati da bude ponovo napisana.",Stručnjak za Balkan Tim Džuda smatra da je objavljivanje izveštaja Dika Martija o trgovini organi zadalo težak udarac Kosovu i ozbiljno policajaca njegov međunarodna usled a da će istorika po svemu sudeći morati da bude ponosa napisana,0.3834312856197357,92.92
"Mediji navode da je Dudić poznat kao blizak saradnica i poslovni partnerka Darka Šarića, optuženog u Srbiji za šverc više od dve tona kokaina iz Južne Amerike u Evropu.","Mediji navode da je Dudić poznat kao blizak saradnik i poslovni partner Darka Šarića, optuženog u Srbiji za šverc više od dve tone kokaina iz Južne Amerike u Evropu.",Mediji navode da je Dudić poznate kao Ulazak saradnica i poslovni partnerima Darka Šarića optuženog u Srbiji za šverc više od dve tona kokaina iza Južne Amerike u Evropu,0.3170723617076874,92.9
"Albanija je danas pozdravila prve dogovare između Beograda i Prištine, postignute u subotu tokom peta runde pregovora u Briselu, isticai da će od toga najviše koristi imati građani.","Albanija je danas pozdravila prve dogovore između Beograda i Prištine, postignute u subotu tokom pete runde pregovora u Briselu, ističući da će od toga najviše koristi imati građani.",Albanija je dana pozdravila prve dogovara izmena Beograda i Prištine postignute u subotu tokom petka runde pregovora u Briselu isticati da će od toga najviše koristi imati građani,0.335919588804245,92.86
"Predsednik Srbije Boris Tadić danas je u Kraljevu, gde je obišao radove na sanaciji klizšta na obali Ibra na gradskom keju, kazao da će deo novac od prodaje Telekoma biti namenjen vodoprivredi.","Predsednik Srbije Boris Tadić danas je u Kraljevu, gde je obišao radove na sanaciji klizišta na obali Ibra na gradskom keju, kazao da će deo novca od prodaje Telekoma biti namenjen vodoprivredi.",Predsednik Srbije Boris Tadiću danas je u Kraljevu gde je oba radove na sanaciji klizištima na obali oba na gradskom keju kazao da će de novac od prodaje Telekoma biti namenjen vodoprivredi,0.3215802550315857,92.78
"Vezu na liniji Beograd-Zagreb svečano su otvorili ministri unutrašnji poslova dve države, ali u prisustvu brojnih novinari nisu razmenjivali operativna informacije.","Vezu na liniji Beograd-Zagreb svečano su otvorili ministri unutrašnjih poslova dve države, ali u prisustvu brojnih novinara nisu razmenjivali operativne informacije.",Vezu na liniji Rijeka-Zagreb svečano su otvorili ministri unutrašnja poslova dve države ali u prisustvu brojnih novinari nisu razmenjivali operativna informacije,0.3019948899745941,92.73
"Skupština Srbije konstatovala je, bez rasprave, ostavke ministara iz G17 plus Mlađan Dinkića, Verice Kalanović i Tomice Milosavljeviću.","Skupština Srbije konstatovala je, bez rasprave, ostavke ministara iz G17 plus Mlađana Dinkića, Verice Kalanović i Tomice Milosavljeviću.",Skupština Srbije konstatovala je beba rasprave ostavke ministara iz GP plus Mlađan Dinkića Verica Kalanović i Tomice Milosavljeviću,0.342386394739151,92.65
"Vlada Srbije danas je usvojila uredbu o finansiranju izgradnje jeftine stanova, kojom je predvideno da maksimalna cene kvadrata bude, u zavisnosti od grada i lokacije, od 695 do 1.595 evra.","Vlada Srbije danas je usvojila uredbu o finansiranju izgradnje jeftinih stanova, kojom je predvideno da maksimalna cena kvadrata bude, u zavisnosti od grada i lokacije, od 695 do 1.595 evra.",Vlada Srbije dana je usvojila uredbu o finansiranja izgradnje jeftinih stanova kojom je predviđena da maksimalna cene kvara bude u zavisnosti od grada i lokacije od 695 da 1595 evra,0.3398880064487457,92.63
"Britanski istorijski film ""Kraljev govor"" o Džordžu VI prednjači među ostvarenje predloženim za nagradu Zlatni globus sa ukupno sedam nominacija.","Britanski istorijski film ""Kraljev govor"" o Džordžu VI prednjači među ostvarenjima predloženim za nagradu Zlatni globus sa ukupno sedam nominacija.",Britanski istorijski film Kraljeva govor o Džordžu V prednjači među ostvarenje predloženih za nagradu Ratni globus sa ukupno sedam nominacija,0.34611887484788895,92.52
"Policija je ustanovila da je vozač Mercedesa CLS 55 AMG, švajcarskih registarske oznaka 33-godišnji državljanin Srbije.","Policija je ustanovila da je vozač Mercedesa CLS 55 AMG, švajcarskih registarskih oznaka 33-godišnji državljanin Srbije.",Policija je ustanova da je vozači Mercedesa SLS NM MG švajcarskih registarskih oznaka 33-godišnji državljanin Srbije,0.3579730838537216,92.5
"Voda visokog nivoa radioaktivnost prestala je da curi u Tihi okeani iz oštećene atomske centrala Fukušima 1, saopštila je u sredu kompanija koja upravlja tim postrojenjem.","Voda visokog nivoa radioaktivnosti prestala je da curi u Tihi okean iz oštećene atomske centrale Fukušima 1, saopštila je u sredu kompanija koja upravlja tim postrojenjem.",Voda Visokog nivoa radioaktivne prestala je da curi u Tihi okeani iz oštećene tome centrala Fukušima U saopštila je u sredu kompanija koja upravlja tim postrojenjem,0.36128316819667816,92.4
"Predsednik DSS-a Vojislav Koštunica ocenio je u Šabcu da je Vlada Srbije uspešna u ""gubljenju vremena"" i da ne žive u istom vremenu kao građano.","Predsednik DSS-a Vojislav Koštunica ocenio je u Šapcu da je Vlada Srbije uspešna u ""gubljenju vremena"" i da ne živi u istom vremenu kao građani.",Predsednik SSSRa Vojislava Koštunica ocenio je u Šarcu da je Vlada Srbije uspešna u gubljenju vremena i da ne žive u istog vremenu kao rađano,0.3460218906402588,92.36
"Ministar odbrane Dragan Šutanovac izjavio je da je Beograd zaustavio svaku vrsta vojno-ekonomske saradnje sa Libijom, na oznovu odluke Ujedinjenih nacija.","Ministar odbrane Dragan Šutanovac izjavio je da je Beograd zaustavio svaku vrstu vojno-ekonomske saradnje sa Libijom, na osnovu odluke Ujedinjenih nacija.",Ministar odbrane Dragana Šutanovac izjavio je da je Beograd zaustavio svaka vrsta ekonomske saradnje sa Libijom na osnova odluke Ujedinjenih nacija,0.3294923007488251,92.21
Posebno odeljelje Višeg suda u Beogradu osudilo je danas na ukupno 38 godina zatvor osmočlanu kriminalnu grupe Darka Ercega zbog šverca kokaina i heroina u zemlje zapadne Evrope.,Posebno odeljenje Višeg suda u Beogradu osudilo je danas na ukupno 38 godina zatvora osmočlanu kriminalnu grupu Darka Ercega zbog šverca kokaina i heroina u zemlje zapadne Evrope.,Posebno Odeljenja Višeg suda u Beogradu osudilo je dana na ukupno CT godina zatvor osnovane kriminalnu grupe Darka Erceg zbog šverca kokaina i heroina U zemlje zapadne Evrope,0.3237805813550949,92.18
"Ministar spoljnih poslova Vuk Jeremić izjavio je danas, na Trećem forumu alijanse rivilizacija UN u Rio de Žaneiru da interkulturalni dialog za Srbiju predstavlja prioritet i da je pomirenje jedini način da se razbije krug mržnje i nasilja koji pogađa ovaj region.","Ministar spoljnih poslova Vuk Jeremić izjavio je danas, na Trećem forumu alijanse civilizacija UN u Rio de Žaneiru da interkulturalni dijalog za Srbiju predstavlja prioritet i da je pomirenje jedini način da se razbije krug mržnje i nasilja koji pogađa ovaj region.",Ministar spoljnih poslova Vuk Jeremić izjavio je dana na Trećem foruma alijanse privatizacija UN u Rio de Madeira da trilateralni dijalog za Srbija predstavlja prioritet i da je pomirenje jedini način da se racije krug mržnje i nasilja koji pogađa ovaj region,0.33706038764544893,92.08
Zaposleni u čačanska čipsari prekinuli su sa štrajkom i ponovo krenuli san proizvodnjom.,Zaposleni u čačanskoj čipsari prekinuli su sa štrajkom i ponovo krenuli sa proizvodnjom.,Zaposleni U čačanska čipkari prekinuli sa sa štrajkom i ponovo krenuli san proizvodnjom,0.3019948899745941,92.05
Jedna neimenovana poljakinja rodila je blizance koji imaju različita očeve.,Jedna neimenovana Poljakinja rodila je blizance koji imaju različite očeve.,Jedna neimenovane poljakinja rodila je blizance koji maja različita očeve,0.3360196501016617,92.0
Ministar unutra poslova Srbije i lider SPS-a Ivica Dačić rekao je da bi odmah raspisao vanredne parlamentarnog izbore da je na mjestu predsjednika Srbije Borisa Tadića.,Ministar unutrašnjih poslova Srbije i lider SPS-a Ivica Dačić rekao je da bi odmah raspisao vanredne parlamentarne izbore da je na mjestu predsjednika Srbije Borisa Tadića.,Ministar unutra poslova Srbije i lider SPS Ivica Dačić rekao je da bi odmah raspisala vanredne parlamentarnog izbore da je na mesta predsjednika Srbije Borisa Tadića,0.3584785461425781,91.86
Predsednik Vlade Srbija Mirko Cvetković otvorijo je danas Nacionalni dan Paviljona Srbije u okviru Svetske izložba Ekspo 2010 u Šangaju.,Predsednik Vlade Srbije Mirko Cvetković otvorio je danas Nacionalni dan Paviljona Srbije u okviru Svetske izložbe Ekspo 2010 u Šangaju.,Predsednik Vlade Srbija Mirka Cvetković otvorio je danas Nacionalni dan aviona Srbije u okviru Svetske izložba Ekspo CT u Šangaju,0.4347788989543915,91.85
"Bivši vlasnik ""Meridijan banke"" Tomislav Đorđević i još šest osopa uhapšeni, zbog zloupotreba u privatizaiji.","Bivši vlasnik ""Meridijan banke"" Tomislav Đorđević i još šest osoba uhapšeni, zbog zloupotreba u privatizaciji.",Bivši vlasnik Meridijan banke Tomislav Đorđevića i još šefa sopa uhapšeni zbog zloupotreba u privatizaciji,0.33209893107414246,91.82
"Deo fudbalskog stadijona u Enšedeu urušio se i zatrpala za sada nepoznatih broj ljudi, saopštila je danas holadska policija.","Deo fudbalskog stadiona u Enšedeu urušio se i zatrpao za sada nepoznati broj ljudi, saopštila je danas holandska policija.",Deo fudbalskog stadiona u Endeu urušio se i zapala za sada nepoznatih broj ljudi saopštila je dana holandska policija,0.3184971660375595,91.8
"Narodna biblioteka Srbije i Fond Dr Zoran Đinđić objavili su novo izdanje knjige Zorana Đinđića „Jesen dijalektike“, kao drugu po redu u ciklasu knjigu Izabranih delo ubijenog srpskog premijera.","Narodna biblioteka Srbije i Fond Dr Zoran Đinđić objavili su novo izdanje knjige Zorana Đinđića „Jesen dijalektike“, kao drugu po redu u ciklusu knjigu Izabranih dela ubijenog srpskog premijera.",Narodna bitka Srbije i Fond Dr Zoran Đinđić objavili su novo izdanje knjige Zorana Đinđića Jelena dijalektike kao drugu po reda u Nikolas knjigu Izabranih dela ubijenog srpskog premijera,0.34698173999786375,91.75
"Kantrimen, koji je prvi zamena pomoćnika Klintonove, rekao je da se SAD zalažu zar evropsku budućnost Srbije.","Kantrimen, koji je prvi zamenik pomoćnika Klintonove, rekao je da se SAD zalažu za evropsku budućnost Srbije.",Kantrimen koji je prvi zamena pomoćnika Klintonove reda je da se SO zalažu za evropsku budućnost Srbije,0.332777072985967,91.74
"WikiLeaks je objavio diplomatska depešu koja pokazuje da su američke diplomati bile zabrinuti zbog toga što bi na Kosovu moglo doći do podjele zbog, kako je navedeno, neodlučnosti i slabosti Evrope, prenosi britanski list The Guardian na svojoj internet stranici.","WikiLeaks je objavio diplomatsku depešu koja pokazuje da su američke diplomate bile zabrinute zbog toga što bi na Kosovu moglo doći do podjele zbog, kako je navedeno, neodlučnosti i slabosti Evrope, prenosi britanski list The Guardian na svojoj internet stranici.",Vikiliks je objavila diplomatska pepela koja pokazuje da sa američke diplomate bile zabrinuta zbog toga što bi na Kosovu moglo doći do podnele zbog ka je navedeno neodlučnosti i slabosti Evrope prenosi britanski list Theu Vardian na svojoj internet stranici,0.34557809432347614,91.63
"Generalni sekretar NATO-a Anders Fog Rasmusen rekao je da se bezbednosna situacije popravlja, i da će Kfor ostati na Kosovo koliko god to bilo potrebno.","Generalni sekretar NATO-a Anders Fog Rasmusen rekao je da se bezbednosna situacija popravlja, i da će Kfor ostati na Kosovu koliko god to bilo potrebno.",Generalni sekretara NATOa Andersa Fog Rasmusen reda je da se bezbednosne situacije popravlja i da će Kfor ostati na Kosovo kolega god to bilo potrebno,0.31640481352806094,91.45
"Austrija podržava Srbiju na putu evropske integracija i to bez novih, dodatnih uslova, saopšteno je tokom posete predsednik Srbije Borisa Tadića Beču.","Austrija podržava Srbiju na putu evropskih integracija i to bez novih, dodatnih uslova, saopšteno je tokom posete predsednika Srbije Borisa Tadića Beču.",Austrija podržava Srbija na puta evropske integracija i to beba novih dodatnih uslova saopšteno je toga posete predsednik Srbije Borisa Tadića Beču,0.3368396684527397,91.45
"Crnogorska policija je danas, na osnovu međunarodne potjernice Interpolove kancelarije u Rimu, uhapsila tridesetosmogodišnjeg Crnogorskog državljanina S.S. iz Podgorice, nastanjenog u Baru, protiv kojeg se u Italiji vodi krivični postupak zbog sumlje da je počinio krivična djela zločinačko udruživanje i trgovina narkoticima.","Crnogorska policija je danas, na osnovu međunarodne potjernice Interpolove kancelarije u Rimu, uhapsila tridesetosmogodišnjeg crnogorskog državljanina S.S. iz Podgorice, nastanjenog u Baru, protiv kojeg se u Italiji vodi krivični postupak zbog sumnje da je počinio krivična djela zločinačko udruživanje i trgovina narkoticima.",Crnogorska policija je dana na osnova međunarodne poternice Interpolove kancelarije u Rimu uhapsila Osamdesetosmogodišnji Crnogorskog državljanima SS iza Podgorice nastanjenog u Baru protiv kojeg se u Italiji vodi krivični postupak zbog moje da je počinje krivična ujela zločina udruživanje i trgovina narkoticima,0.3349847164418962,91.41
"Josip Broz Tito je uz pomoć najuticajnijih slovenačkih iz hrvatskih komunista namerno radio na rušenju SFRJ i stvaranju nezavisnih republika još od početka šezdesetih godina prošle veka, pišu hrvatski mediji, a prenosi ''Pres''.","Josip Broz Tito je uz pomoć najuticajnijih slovenačkih i hrvatskih komunista namerno radio na rušenju SFRJ i stvaranju nezavisnih republika još od početka šezdesetih godina prošlog veka, pišu hrvatski mediji, a prenosi ''Pres''.",Josip Broz mito je uz pomoći najuticajnijih slovenačkih iza hrvatskih komunista namerno radio na rušenje SFRJ i stvaranju nezavisnih Republika još od početka deseti godina prošle Beka pišu hrvatski mediji a prenosi Pres,0.383586232151304,91.23
"Lider Liberalno-demokratske partije (LDP) Čedomir Jovanović reko je da mu je žao ako je bilo ko u onome što je reko u Skupštini Srbije prepoznao omalovažabanj drzava ili naroda Afrike jer to, naveo je, nije tačno.","Lider Liberalno-demokratske partije (LDP) Čedomir Jovanović rekao je da mu je žao ako je bilo ko u onome što je rekao u Skupštini Srbije prepoznao omalovažavanje drzava ili naroda Afrike jer to, naveo je, nije tačno.",Lider Liberalno-demokratske partije LDP Čedomir Jovanović reke je da mi je žao a je bilo ka u onome šta je reko u Skupštini Srbije prevoza omalovažavanje trzava ili naroda Afrike jer to nade je nije tačno,0.3875778317451477,91.2
"Marko Milošević, sin bivšeg jugoslovenskog predsednika, i Bogoljub Arsenijević Maki, valjevski slikar, simboli su dve suprostavljene strane u događajima s kraja prošli veka koji su rezultirali rušenjem Miloševićev režima.","Marko Milošević, sin bivšeg jugoslovenskog predsednika, i Bogoljub Arsenijević Maki, valjevski slikar, simboli su dve suprotstavljene strane u događajima s kraja prošlog veka koji su rezultirali rušenjem Miloševićevog režima.",Marko Milošević sin bivšeg jugoslovenske predsednika i Bogoljub Arsenijević Maki valjevski slikar slobodi su dve suprotstavljanje strane N događajima U kraja prošle veka koji su rezultirali rušenjem Miloševića režima,0.3437994548252651,91.11
"Medjunarodni dan nestalih, 30. avgust, obeležavo se sutra, a prema podacima Medjunarodno komiteta Crvenog krsta, nakon ratova u bivšim Jugoslaviji još se traga za 14.790 ljudi.","Medjunarodni dan nestalih, 30. avgust, obeležava se sutra, a prema podacima Medjunarodnog komiteta Crvenog krsta, nakon ratova u bivšoj Jugoslaviji još se traga za 14.790 ljudi.",Međunarodni dan nestalih 30 avgusta obeležavao se sutra a prema podacima Međunarodni komiteta Crvenog krsta nakon ratova u bivšim Jugoslaviji još se traga za 14790 ljudi,0.5591766238212585,90.96
Advokat Srdja Popović podnela je u četvrtak Specijalnih tužilaštvu za organizovanost kriminal krivične prijave protiv više lica umešali u oružanu pobunu Jedinice za specijalne operacije (JSO) novembra 2001. godine kojom jer obuhvaćen i tadašnji predsednik SRJ Vojislav Koštunica.,Advokat Srdja Popović podneo je u četvrtak Specijalnom tužilaštvu za organizovani kriminal krivične prijave protiv više lica umešanih u oružanu pobunu Jedinice za specijalne operacije (JSO) novembra 2001. godine kojom je obuhvaćen i tadašnji predsednik SRJ Vojislav Koštunica.,Advokat Srbija Popović podnela je u četvrtak Specijalnih tužilaštva za organizovanost kriminal krivične prijave protive više lica umešali u oružari pobunu Jedinice za specijalne operacije SO novembra CT godine kojom jer obuhvaćen i tadašnji predsednik SRJ Vojislav Koštunica,0.34630653262138367,90.94
"Miting 16. aprila u Beogradu trajaće dok sve vlasti ne raspišu vandredne parlamentarne izbore, poručio je u Leskovcu pretsednik Srpske napredne stranke (SNS) Tomislav Nikolić, koji smatra da je vladajuća koalicija izgubila vezu sa narodom, pa ne zna kako u Srbiji ljudi žive.","Miting 16. aprila u Beogradu trajaće sve dok vlasti ne raspišu vanredne parlamentarne izbore, poručio je u Leskovcu predsednik Srpske napredne stranke (SNS) Tomislav Nikolić, koji smatra da je vladajuća koalicija izgubila vezu sa narodom, pa ne zna kako u Srbiji ljudi žive.",Miting NM aprila u Beogradu trajaće dok sve vlasti ne radnika vanredne parlamentarne izbore poručila je u Leskovcu pretsednik Srpske napredne stranke SNS Tomislav Nikolića koji smatra da je Vladajuća koalicija izgubila veza sa narodnom pa ne zna kako u Srbiji ljudi žive,0.3458237775734493,90.88
Od 23. februara do 3. marta u Sporckom i poslovnom centru Vojvodina biće održan Peti prolećnih međunarodni sajam knjiga.,Od 23. februara do 3. marta u Sportskom i poslovnom centru Vojvodina biće održan Peti prolećni međunarodni sajam knjiga.,Od NM februara do U marta u uporkom i poslovnom centra Vojvodina biće održan Peti prolećnih međunarodni sajam knjiga,0.3300640980402629,90.83
"Beograd nije banka i ne možda nikome da isplaćuje kamate za uložene sredstva, kaže gradonačelnik Dragana Đilas.","Beograd nije banka i ne može nikome da isplaćuje kamate za uložena sredstva, kaže gradonačelnik Dragan Đilas.",Beograd nije banka i ne možda kome da isplaćena kamate za uložena sredstva kaže gradonačelnik Dragana Đilas,0.3559251626332601,90.83
"Čvršći savez SNS i DSS u ovom trenudku nije realan, zbog razlika po pitanju odnos prema EU, kaže funkcijoner SNS Aleksandar Vučić.","Čvršći savez SNS i DSS u ovom trenutku nije realan, zbog razlika po pitanju odnosa prema EU, kaže funkcioner SNS Aleksandar Vučić.",Čvršći savez SNS i DSS u ovom trenutne nije rekla zbog razlika po pitanja odnos pred EU kaže funkcionera SNS Aleksandar Vučić,0.3425448894500732,90.77
"U sukobima rivalskih grupa, koji su izbili u zatvoru u meksičkoj saveznik državi Durango, poginule 23 osobe.","U sukobima rivalskih grupa, koji su izbili u zatvoru u meksičkoj saveznoj državi Durango, poginule 23 osobe.",U sukobima hrvatskih grupa koji su izbili u zatvoru u meksičkoj saveznik državi Durango poginule NM osobe,0.3584785461425781,90.74
"Premijer Kosovo Hašim Tači u intervjuu za Dojče vele govori o konferenciji u Slovenija, nedolasku predsednika Srbije.","Premijer Kosova Hašim Tači u intervjuu za Dojče vele govori o konferenciji u Sloveniji, nedolasku predsednika Srbije.",Premijer Kosovo Hašim Tači u intervjuu za koje vele govori o konferenciji U Slovenija odlaska predsednika Srbije,0.33324198921521503,90.6
"Predstavnici Udruženja porodica kidnapovana i nestalih na Kosovu i Metohiji zatražili su danas od nadležnih da procesuiraju sve pripadnike OVK koji su pre 12 godina učestvovli u proterivanju, kidnapovanje i ubijanju civila na području opštine Orahovac i okolna sela Retimlje, Opteruša, Zočište i Velika Hoča, a čija su imena poznata.","Predstavnici Udruženja porodica kidnapovanih i nestalih na Kosovu i Metohiji zatražili su danas od nadležnih da procesuiraju sve pripadnike OVK koji su pre 12 godina učestvovali u proterivanju, kidnapovanju i ubijanju civila na području opštine Orahovac i okolnih sela Retimlje, Opteruša, Zočište i Velika Hoča, a čija su imena poznata.",Predstavnici Udruženja porodica kidnapovana i nestalih na Kosovu i Metohiji zatražili su danas od nadležnih da procesima sve pripadnika OVK koji su pre NM godina učestvovali u proterivanju kidnapovanje i ukidanja civila na područja opštine Orahovac i kola sela Velimira peruša Zočište i Velika Vođa a čija sa imena poznata,0.3509154154194726,90.18
